yt_id,standard,composer,artist,album,year,instrumentation,youtube_url,youtube_title,youtube_channel,notes,source,recording_mbid
znh7FK29yqE,I Got Rhythm,George Gershwin,Charlie Christian,Electric,2011,sextet with electric guitar,https://www.youtube.com/watch?v=znh7FK29yqE,I Got Rhythm - Charlie Christian (Full Transcription),RenatoDiasMusic,Pioneering electric-guitar improvisation over rhythm changes,musicbrainz,ca67a72e-28d5-4ae4-8e84-93ecbf83c33b
VaoTROVfFQ4,I Got Rhythm,George Gershwin,Count Basie & His Orchestra,Volume 4 - 1937 - Complete Edition,1993,big band,https://www.youtube.com/watch?v=VaoTROVfFQ4,I Got Rhythm,Count Basie,Swinging Kansas City big-band treatment,musicbrainz,7f159afe-c79b-4293-a6d1-21b8f5b7f39b
r-6Pb8W_Qes,I Got Rhythm,George Gershwin,Oscar Peterson Trio,The Classic Years,2006,piano trio,https://www.youtube.com/watch?v=r-6Pb8W_Qes,The Oscar Peterson Trio - I Got Rhythm,Jazz Everyday!,Virtuosic trio swing,musicbrainz,b5108940-80da-4c20-a7e8-71da0ce8878a
3fgxyyrqZ-I,I Got Rhythm,George Gershwin,"Charlie Parker, Lester Young",The Complete JATP Performances,1999,all-star jam combo,https://www.youtube.com/watch?v=3fgxyyrqZ-I,Charlie Parker  - I've Got Rhythm (Best jazz ever),arne3788,Bebop saxophone summit on the famous rhythm changes,musicbrainz,018aa247-e9d2-4944-8950-869c91b3a610
34RZrsvWBsg,I Got Rhythm,George Gershwin,Gerry Mulligan Quartet,Reunion,1988,piano-less quartet (baritone sax and trumpet),https://www.youtube.com/watch?v=34RZrsvWBsg,I Got Rhythm,Gerry Mulligan - Topic,Cool-jazz contrapuntal reading,musicbrainz,8caa7355-9465-4ba3-bf18-3427a04a2cfa
0bUYqoutIYA,I Hear A Rhapsody,"George Fragos,Jack Baker,Dick Gasparre",Charlie Barnet and His Orchestra,"Nipper's Greatest Hits, Volume 1: The 40's",1989,big band,https://www.youtube.com/watch?v=0bUYqoutIYA,"1941 HITS ARCHIVE: I Hear A Rhapsody - Charlie Barnet (Bob Carroll, vocal)",The78Prof,One of the original hit big-band recordings of the tune,musicbrainz,a47cc67b-784e-4606-9abc-61f50a8c6dd7
S5nZaOmy8XA,I Hear A Rhapsody,"George Fragos,Jack Baker,Dick Gasparre","Frank Sinatra, Tommy Dorsey and His Orchestra",The Song Is You,1994,vocal with big band,https://www.youtube.com/watch?v=S5nZaOmy8XA,I Hear A Rhapsody (1994 Remastered),Frank Sinatra,Early Sinatra vocal that helped popularize the standard,musicbrainz,60a7cb41-cf8b-45c1-b014-90c88c1cc801
_IDGrksRvbg,I Hear A Rhapsody,"George Fragos,Jack Baker,Dick Gasparre",Charlie Parker / Klook's Clique (Kenny Clarke),Klook's the Man,2007,quintet,https://www.youtube.com/watch?v=_IDGrksRvbg,I Hear a Rhapsody,Kenny Clarke - Topic,Bebop combo reading featuring strong soloists,musicbrainz,48c34b89-6b92-46e7-8dd5-df636bcfdcc6
rnIwf7858xQ,I Hear A Rhapsody,"George Fragos,Jack Baker,Dick Gasparre",John Coltrane,Lush Life,1961,quartet,https://www.youtube.com/watch?v=rnIwf7858xQ,John Coltrane - I Hear A Rhapsody (Official Audio),John Coltrane,Coltrane's lyrical hard-bop interpretation,musicbrainz,3656fd66-aab4-4f7e-8e84-772172d1e0fb
oGwd-EP740o,I Hear A Rhapsody,"George Fragos,Jack Baker,Dick Gasparre",Jackie McLean,Makin' the Changes,1960,quintet,https://www.youtube.com/watch?v=oGwd-EP740o,"Jackie McLean on ""I Hear a Rhapsody"" | Solo Transcription (Eb)",Wesley Chin,Classic Prestige hard-bop alto rendition,musicbrainz,97a3ef71-7378-4e4c-b4d9-63bc3495fa0b
_yllZCBksf0,I Hear A Rhapsody,"George Fragos,Jack Baker,Dick Gasparre","Bill Evans, Jim Hall",Undercurrent,1962,guitar and piano duo,https://www.youtube.com/watch?v=_yllZCBksf0,I Hear A Rhapsody,Bill Evans,Definitive intimate piano-guitar duo version,musicbrainz,12028da3-566d-44de-8a62-a9f42c34ef95
tbH-jg-4hmQ,I Hear A Rhapsody,"George Fragos,Jack Baker,Dick Gasparre","Chick Corea, Miroslav Vitous, Roy Haynes","Trio Music, Live in Europe",1986,piano trio,https://www.youtube.com/watch?v=tbH-jg-4hmQ,I Hear A Rhapsody (Live),Chick Corea,Landmark modern piano-trio interpretation,musicbrainz,c2f5feeb-4901-42b7-99d0-9cbcd05896fe
LP4Hp49zlTY,I Hear A Rhapsody,"George Fragos,Jack Baker,Dick Gasparre","Keith Jarrett, Gary Peacock, Jack DeJohnette",Standards in Norway,1989,piano trio,https://www.youtube.com/watch?v=LP4Hp49zlTY,I Hear A Rhapsody,Keith Jarrett,Standards Trio's refined modern reading,musicbrainz,16afc93a-6a1b-42e8-8552-1bdfe2b6ff3f
owCLRr6dMzU,I Love You,Cole Porter,Coleman Hawkins and His All Stars,Body and Soul,1986,tenor saxophone with combo,https://www.youtube.com/watch?v=owCLRr6dMzU,I love you,Coleman Hawkins - Topic,Bebop-era reading by the tenor master,musicbrainz,9403ef03-5477-4436-a69d-ca969d5f260d
2GrIlU46KMM,I Love You,Cole Porter,The Oscar Peterson Trio,Oscar Peterson Plays Cole Porter,1953,piano trio,https://www.youtube.com/watch?v=2GrIlU46KMM,I Love You (Remastered),Oscar Peterson (The Estate of Oscar Peterson),"Swinging, definitive trio interpretation",musicbrainz,e4f99eab-501d-44d6-a245-5a23ccdf6f53
A-qt6DOlGV8,I Love You,Cole Porter,Bill Evans Trio,New Jazz Conceptions,1957,piano trio,https://www.youtube.com/watch?v=A-qt6DOlGV8,BILL EVANS - I Love You #빌에반스 #데뷔앨범 #엘피 #jazz #굿인터내셔널 #한정판 #턴테이블 #lp #전설의시작 #재즈피아노,굿인터내셔널,"Evans with Kotick and Motian, lyrical early trio",musicbrainz,607fa31f-8540-4475-b7e2-6e586e76ff58
-HnakTUpoSs,I Love You,Cole Porter,Chet Baker,"The Encyclopedia of Jazz, Part 5/5: Modern Jazz - Cool Jazz",2008,trumpet with strings,https://www.youtube.com/watch?v=-HnakTUpoSs,I Love You (Chet Baker & Strings),Chet Baker,"Cool, melodic trumpet over lush strings",musicbrainz,4ad64923-f08b-4da3-afb1-488785556568
2x6zEVtQfXA,I Love You,Cole Porter,Art Pepper,Intensity,1963,alto saxophone quartet,https://www.youtube.com/watch?v=2x6zEVtQfXA,Art Pepper - I Love You (Official Visualizer),Art Pepper,Fiery West Coast alto with Miles' rhythm section,musicbrainz,6dab3edc-d677-4e5f-afc4-a9cb52ade24a
s0T4sSEtXgI,I Love You,Cole Porter,Anita O'Day,Anita O’Day Swings Cole Porter With Billy May,1959,vocal with big band,https://www.youtube.com/watch?v=s0T4sSEtXgI,I Love You,Anita O'Day - Topic,Brisk swinging vocal with Billy May arrangement,musicbrainz,75ab4a6a-7999-4b74-b2de-11803894471b
5M7a7lcXftE,I Love You,Cole Porter,Stan Getz,Cole Porter in Concert: Just One of Those Live Things,1994,tenor saxophone quartet,https://www.youtube.com/watch?v=5M7a7lcXftE,Stan Getz Quartet - I Love You - Umbria Jazz 1989,sigmundgroid,Warm-toned tenor classic,musicbrainz,8d353f93-a527-4f38-99ff-1ba64134003b
I_JFlFteXSI,I Love You,Cole Porter,Django Reinhardt,Djangology,2004,guitar with combo,https://www.youtube.com/watch?v=I_JFlFteXSI,I Love You,Release - Topic,Gypsy-jazz guitar perspective on the standard,musicbrainz,a5a6066f-972b-4be4-b29d-1d2358d8873e
JWghK0Exagg,I Mean You,Thelonious Monk,Coleman Hawkins and His Orchestra,The Chronological Classics: Coleman Hawkins 1946-1947,1998,octet/small band,https://www.youtube.com/watch?v=JWghK0Exagg,Coleman Hawkins - I Mean You,johnnystaccata,"First-ever recording of the tune, co-led with Monk",musicbrainz,f1730c67-c888-47b9-bb4d-89b58a48a034
lIhQrRPcCSs,I Mean You,Thelonious Monk,Thelonious Monk Quartet with John Coltrane,Live at the Five Spot Discovery!,1993,quartet,https://www.youtube.com/watch?v=lIhQrRPcCSs,Thelonious Monk & John Coltrane - I Mean You Live,Classic Mood Experience,Landmark Monk-Coltrane reading,musicbrainz,c9a5a941-aec3-4439-9e76-3b02d7bdc25a
ak3IcTKS4-A,I Mean You,Thelonious Monk,Art Blakey's Jazz Messengers with Thelonious Monk,Art Blakey's Jazz Messengers With Thelonious Monk,1958,quintet,https://www.youtube.com/watch?v=ak3IcTKS4-A,04.- I Mean You - Art Blakey - Art Blakey´s Jazz Messengers With Thelonious Monk,Jazz & Blues,Definitive hard-bop collaboration,musicbrainz,c1ad1181-1d56-47c5-a19b-681509b0880f
DIaPOh_LhRs,I Mean You,Thelonious Monk,"Thelonious Monk, Gerry Mulligan",Mulligan Meets Monk,1957,"quartet (piano, baritone sax, bass, drums)",https://www.youtube.com/watch?v=DIaPOh_LhRs,"Thelonious Monk, Gerry Mulligan - I Mean You",Jazz Everyday!,Classic Monk-Mulligan summit,musicbrainz,9e1051a2-d193-4dbf-be3c-f8e41796d2ce
-rnayopW7ag,I Mean You,Thelonious Monk,Thelonious Monk,"Genius of Modern Music, Volume One",1956,quartet,https://www.youtube.com/watch?v=-rnayopW7ag,Esbjörn Svensson Trio - I Mean You,Eduardo,Iconic live Five Spot version,musicbrainz,0eea4b93-fe71-49d8-86cb-5f7fc9e559ac
jYUCrCcNHpc,I Mean You,Thelonious Monk,"Eddie ""Lockjaw"" Davis, Johnny Griffin",Lookin’ at Monk!,1998,two-tenor quintet,https://www.youtube.com/watch?v=jYUCrCcNHpc,Johnny Griffin & Eddie Lockjaw Davis -  Lookin' At Monk -  07 -  Stickball I Mean You,All That Jazz Don Kaart,Hard-swinging tenor battle take,musicbrainz,feef8872-4267-4940-b8b7-8f34ff73a535
49eIefljgxE,I Mean You,Thelonious Monk,McCoy Tyner,Supertrios,1989,piano trio,https://www.youtube.com/watch?v=49eIefljgxE,McCoy Tyner - I Mean You,Praguedive,Notable post-Coltrane pianist interpretation,musicbrainz,7e085053-52c0-40b1-ae6a-6f9bed6bf34f
XKz5G7FyJKY,I Mean You,Thelonious Monk,29th Street Saxophone Quartet,The Real Deal,1987,saxophone quartet,https://www.youtube.com/watch?v=XKz5G7FyJKY,"29th Street Saxophone Quartet - My Little Suede Shoes, I Mean You, K.C.Q. (Freiburg 1986)",Bfutz,Inventive all-saxophone arrangement,musicbrainz,e0c2763d-7e02-480e-9ff5-338ae3a67ac8
TELZsbr_XiU,I Should Care,"Axel Stordahl,Paul Weston,Sammy Cahn",Frank Sinatra,When Your Lover Has Gone / I Should Care,1945,vocal with orchestra,https://www.youtube.com/watch?v=TELZsbr_XiU,I Should Care,Frank Sinatra,Definitive vocal interpretation of the standard,musicbrainz,bab3ad39-7c05-43f6-81a7-fbbe3ccc0005
qCCFnM644uE,I Should Care,"Axel Stordahl,Paul Weston,Sammy Cahn",Thelonious Monk,The Complete Blue Note Recordings of Thelonious Monk,1983,solo piano,https://www.youtube.com/watch?v=qCCFnM644uE,I Should Care (Rudy Van Gelder Edition),Thelonious Monk,"Iconic, harmonically daring solo piano reading",musicbrainz,7c23a03c-35be-4c4c-b96a-594487ffb876
D1PD3EIHCsM,I Should Care,"Axel Stordahl,Paul Weston,Sammy Cahn",Bill Evans Trio,How My Heart Sings!,1962,piano trio,https://www.youtube.com/watch?v=D1PD3EIHCsM,Vol.440【 Bill Evans Solo on I Should Care 】,杉山ジャズピアノ教室｜新横浜,"Lyrical Evans treatment, a study in touch",musicbrainz,c1d14d58-962f-41a6-96c2-ffabe0f8890a
TQjJsZGEnuM,I Should Care,"Axel Stordahl,Paul Weston,Sammy Cahn",Bud Powell Trio,Bud Powell Trio,1951,piano trio,https://www.youtube.com/watch?v=TQjJsZGEnuM,I Should Care (1990 Remaster),Bud Powell Trio - Topic,Bebop piano master's expressive ballad,musicbrainz,c1113b97-5fff-407d-8cf3-e54e4583cef2
mD1Zg1qNJLU,I Should Care,"Axel Stordahl,Paul Weston,Sammy Cahn",Dexter Gordon Quartet,Complete Kenny Drew & Carl Perkins Sessions,2004,tenor saxophone quartet,https://www.youtube.com/watch?v=mD1Zg1qNJLU,I Should Care,Dexter Gordon - Topic,"Warm, robust tenor ballad statement",musicbrainz,65a455bb-9617-4667-8552-b4e82f6c1174
sFcB1_kNf78,I Should Care,"Axel Stordahl,Paul Weston,Sammy Cahn",The Modern Jazz Quartet,European Concert,1960,piano-vibes quartet,https://www.youtube.com/watch?v=sFcB1_kNf78,I Should Care (European Concert),The Modern Jazz Quartet - Topic,Elegant chamber-jazz arrangement,musicbrainz,170957d7-68c3-41dd-8d95-9b556f55e10f
NhMkPcc3Axs,I Should Care,"Axel Stordahl,Paul Weston,Sammy Cahn",Chet Baker,Early Chet (Chet Baker in Germany 1955–1959),2013,trumpet with combo,https://www.youtube.com/watch?v=NhMkPcc3Axs,I Should Care [1959] (Chet Baker) Solo Transcription #43,silvertone2,"Cool, intimate trumpet balladry",musicbrainz,101e4454-8e49-4d46-a137-0e2fd60b52b7
HPJXMqrO-h4,I Should Care,"Axel Stordahl,Paul Weston,Sammy Cahn",Sarah Vaughan,Close to You,1960,vocal with combo,https://www.youtube.com/watch?v=HPJXMqrO-h4,Sarah Vaughan - I Should Care,Music Legends Book,"Rich, expressive vocal masterclass",musicbrainz,2f1c2eaf-e609-4042-95d0-ea21a50d262c
G6EZ-JIeTXc,I Thought About You,Jimmy Van Heusen,Frank Sinatra,Songs for Swingin’ Lovers!,1956,vocal with orchestra,https://www.youtube.com/watch?v=G6EZ-JIeTXc,I Thought About You (Remastered 1998),Frank Sinatra,Definitive Sinatra reading of the lyric,musicbrainz,cef0f42a-3d1d-4bdd-8332-3512970767e5
LlcayLOGdcY,I Thought About You,Jimmy Van Heusen,Billie Holiday,Lady Sings the Blues,1956,vocal with small group,https://www.youtube.com/watch?v=LlcayLOGdcY,Billie Holiday - I Thought About You (Verve Records 1954),RoundMidnightTV,"Intimate, classic vocal interpretation",musicbrainz,19cce65c-797b-4e5d-9b5c-570ebc4e8ec2
gOnqdc5wLfo,I Thought About You,Jimmy Van Heusen,Miles Davis Sextet,Someday My Prince Will Come,1961,sextet,https://www.youtube.com/watch?v=gOnqdc5wLfo,I Thought About You,Miles Davis,Miles' celebrated muted ballad treatment,musicbrainz,c0193f3f-c42a-41bc-bc00-04ede2e17018
Vl-YGRVSZGo,I Thought About You,Jimmy Van Heusen,Art Tatum,California Melodies,1994,solo piano,https://www.youtube.com/watch?v=Vl-YGRVSZGo,"Art Tatum plays  ""I Thought About You""",gullivior,Virtuosic solo piano harmonization,musicbrainz,746920c5-358b-4c0e-b629-ca25fd61a3d5
p2TTamr_X04,I Thought About You,Jimmy Van Heusen,"Keith Jarrett, Gary Peacock, Jack DeJohnette",Bye Bye Blackbird,1993,piano trio,https://www.youtube.com/watch?v=p2TTamr_X04,Keith Jarrett Trio - I Thought About You,TJazz,Modern Standards Trio benchmark,musicbrainz,8369f8d1-109f-4600-850b-0a04d33bd0e2
Y7tpfgXH3oQ,I Thought About You,Jimmy Van Heusen,Carmen McRae,The Great American Songbook,1990,vocal with trio,https://www.youtube.com/watch?v=Y7tpfgXH3oQ,I Thought About You (Live),Carmen McRae - Topic,Refined jazz vocal phrasing,musicbrainz,8dbc88e1-e72b-4c4a-bd4c-5375c0ecf4a0
l45Z38zUCxA,I Thought About You,Jimmy Van Heusen,"Kenny Burrell, Coleman Hawkins",Bluesey Burrell,1963,guitar and tenor saxophone group,https://www.youtube.com/watch?v=l45Z38zUCxA,I Thought About You,Kenny Burrell - Topic,Guitar/tenor pairing of master players,musicbrainz,405cc9dc-d013-46f7-9124-4b5b5a39d772
LY5UlfTJ_-M,I Thought About You,Jimmy Van Heusen,"Joe Pass, Red Mitchell",Finally: Live in Stockholm,1992,guitar and bass duo,https://www.youtube.com/watch?v=LY5UlfTJ_-M,I Thought of You,Red Mitchell - Topic,"Spare, conversational duo treatment",musicbrainz,e830ad81-f09c-4906-a3f0-84974be5291c
mvythpyPUoM,I'll Remember April,"Gene De Paul,Patricia Johnston,Don Raye",Charlie Parker Quintet,"Complete Live at Birdland May 17, 1950",2009,quintet,https://www.youtube.com/watch?v=mvythpyPUoM,Charlie Parker Quintet - I'll Remember April,Okmusix,Landmark bebop reading paired with 52nd Street Theme,musicbrainz,4b8be031-b2f0-4581-ada7-7fb35676699e
OfQvMpihfak,I'll Remember April,"Gene De Paul,Patricia Johnston,Don Raye",Erroll Garner,Concert by the Sea,1956,piano trio,https://www.youtube.com/watch?v=OfQvMpihfak,I'll Remember April - Erroll Garner,Francesca Skelhorn,Iconic swinging live solo-piano-led trio version,musicbrainz,fdba5e22-4ef7-4427-b7d1-43bc047d4a07
yFmXRxM-EXQ,I'll Remember April,"Gene De Paul,Patricia Johnston,Don Raye",Clifford Brown & Max Roach,At Basin Street,1956,quintet,https://www.youtube.com/watch?v=yFmXRxM-EXQ,Clifford Brown Max Roach - I'll Remember April,Modern Jazz Classics,Hard-bop classic with virtuosic trumpet,musicbrainz,e55a1818-17cc-4969-8dac-d66ea67d306e
69kkkyEom8Y,I'll Remember April,"Gene De Paul,Patricia Johnston,Don Raye",Sonny Rollins,"A Night At The ""Village Vanguard"" Volume 3",1983,saxophone trio/quartet,https://www.youtube.com/watch?v=69kkkyEom8Y,I'll Remember April (Evening) (Live At The Village Vanguard/1957 / Remastered 1999/Rudy Van...,Sonny Rollins,Muscular tenor improvisation on the changes,musicbrainz,762b85e1-d3d0-498f-9600-8752d05663c2
YaLM1L_w8KE,I'll Remember April,"Gene De Paul,Patricia Johnston,Don Raye",Bud Powell,The Complete Blue Note and Roost Recordings,1994,piano trio,https://www.youtube.com/watch?v=YaLM1L_w8KE,[Jazz Live] (Rare footage) Bud Powell Solo w/ Charlie Mingus at Antibes - I'll Remember April (1960),"Jazz, Blues & Zeitgeist",Definitive bebop piano interpretation,musicbrainz,2543f849-6494-4143-b31c-133e240420c1
9umh1Y7y5fU,I'll Remember April,"Gene De Paul,Patricia Johnston,Don Raye","Stan Getz, Chet Baker",Stan Meets Chet,1996,quintet,https://www.youtube.com/watch?v=9umh1Y7y5fU,"Stan Getz, Chet Baker - I'll Remember April",Jazz Everyday!,Cool-school pairing of tenor and trumpet,musicbrainz,0107c39d-527a-418c-919b-216c34c5eb85
uXDMBX5HDp4,I'll Remember April,"Gene De Paul,Patricia Johnston,Don Raye",Bill Evans,The Secret Sessions,1996,piano trio,https://www.youtube.com/watch?v=uXDMBX5HDp4,I'll Remember April,Bill Evans,"Lyrical, harmonically refined trio version",musicbrainz,6e418abb-166c-40f8-9c6f-e67772c24f3c
0udof4-CsGY,I'll Remember April,"Gene De Paul,Patricia Johnston,Don Raye",Dexter Gordon,Cry Me a River,1994,quintet,https://www.youtube.com/watch?v=0udof4-CsGY,Dexter Gordon Quartet -‎ I'll Remember April,rujazz,Robust hard-bop tenor statement,musicbrainz,f30fad73-49bb-41d9-b108-4fe538255e7f
2MsUFTUfCkY,Impressions,John Coltrane,John Coltrane Quartet,Coltrane,2002,saxophone quartet,https://www.youtube.com/watch?v=2MsUFTUfCkY,"Emmet Cohen w/ Christian McBride, Marcus Strickland, and Giveton Gelin | Impressions",Emmet Cohen,The definitive Coltrane quartet recording that gave the album its name,musicbrainz,66c1f283-4d0b-451b-a4e7-23bd4cb1fda3
0SDSVEIVOCs,Impressions,John Coltrane,"John Coltrane, Eric Dolphy",Impressions (live),2023,quintet,https://www.youtube.com/watch?v=0SDSVEIVOCs,IMPRESSIONS - John Coltrane Featuring Eric Dolphy,zero53071,Landmark live Village Vanguard performance with Dolphy,musicbrainz,f192c8b3-f274-4915-8de2-6d3c07fada4d
8Vai7lTj4aI,Impressions,John Coltrane,"Wynton Kelly Trio, Wes Montgomery",Smokin’ at the Half Note,1990,guitar quartet,https://www.youtube.com/watch?v=8Vai7lTj4aI,Wynton Kelly Trio (Wes Montgomery)_ Impressions,rapitroy,Celebrated guitar reading from a classic live set,musicbrainz,dae28443-0f57-4c4a-8068-37e128b488b8
FzwVeEpFjvE,Impressions,John Coltrane,McCoy Tyner,Trident,1975,piano trio,https://www.youtube.com/watch?v=FzwVeEpFjvE,Impressions,McCoy Tyner Trio - Topic,Coltrane's own pianist offers a modal trio interpretation,musicbrainz,cbdd2d66-cd00-4f45-be0f-603a0fbbeb8f
tcwXYnaU4ak,Impressions,John Coltrane,Sonny Rollins,Buffalo 78,2023,saxophone combo,https://www.youtube.com/watch?v=tcwXYnaU4ak,"Sonny Rollins - Impressions (1978-11-04, Buffalo State College, Buffalo, NY)",Vintage Music Experience,Fellow tenor titan tackles Coltrane's tune,musicbrainz,6db13a52-2acf-412c-a5f3-60656cd48d4b
1ln36YA6_xM,Impressions,John Coltrane,Stan Getz Quartet,Getz at the Gate: The Stan Getz Quartet Live at the Village Gate Nov. 26 1961,2019,saxophone quartet,https://www.youtube.com/watch?v=1ln36YA6_xM,"Impressions (Live At The Village Gate, 1961)",Stan Getz,Lyrical tenor take from a different stylistic angle,musicbrainz,dff55f53-c087-4026-ae38-cdbdad14374a
WXeng7h0AYg,Impressions,John Coltrane,"Wayne Shorter, Dave Liebman, Richie Beirach, Eddie Gomez, Jack DeJohnette",Tribute To John Coltrane (Select Live Under The Sky '87 10th Special),1999,quintet,https://www.youtube.com/watch?v=WXeng7h0AYg,"MR. P.C.---TRIBUTE TO JOHN COLTRANE(Liebman, Shorter,Beirach,Gomez, DeJohnette)",koolpaw,All-star tribute pairing India and Impressions,musicbrainz,796c261d-0023-4e92-8c5a-6d14cc3deada
iqYXCni06KY,Impressions,John Coltrane,Pat Martino,Consciousness,1974,guitar combo,https://www.youtube.com/watch?v=iqYXCni06KY,"""Impressions"" - Pat Martino (Jazz Guitar Transcription)",Let's Transcribe,Fiery guitar interpretation in the modal tradition,musicbrainz,917580b5-834c-4d3a-9495-d9f0d105f4ac
9ViNtwMk9Gg,In A Mellow Tone,Duke Ellington,Duke Ellington and His Famous Orchestra,In a Mellotone / Rumpus in Richmond,1940,big band,https://www.youtube.com/watch?v=9ViNtwMk9Gg,In a Mellow Tone - Duke Ellington - Arr. Oliver Nelson,Jonny Vaux,"The original 1940 Ellington recording, the definitive source",musicbrainz,0d8187d0-854e-4221-adc4-95a49663020b
Dh8Qjrtoa_s,In A Mellow Tone,Duke Ellington,Oscar Peterson Trio,The Complete Clef/Mercury Studio Recordings of the Oscar Peterson Trio (1951–1953),2008,piano trio,https://www.youtube.com/watch?v=Dh8Qjrtoa_s,In a mellow tone - Oscar Peterson full trio transcription,the Higgs-file,Swinging trio interpretation by a master pianist,musicbrainz,0f7095f5-dbce-42ac-84d4-540c00d2ebac
