performer,title,tempoclass,rhythmfeel,key,signature,chord_changes
David Liebman,No Greater Love,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7   |Eb7   |Ab7   |G7   |C7   |C7   |C-7   |F7   ||
A2: ||Bbj7   |Eb7   |Ab7   |G7   |C7   |C-7 F7 |Bb6   |Bb6   ||
B1: ||Am7b5 D7 |G-6   |G-6 D7 |G-6   |Am7b5 D7 |G-7   |C7   |F7   ||
A3: ||Bbj7   |Eb7   |Ab7   |G7   |C7   |C-7 F7 |Bb6   |F7   ||"
Bob Berg,No Moe,MEDIUM UP,SWING,Bb-maj,4/4,"A1: ||Bb G7 |C-7 F+7 |Bb G7 |C-7 F+7 |F-7 Bb7 |Ebj7 Eo |D-7 G+7 |C-7 F+7 ||
A2: ||Bb G7 |C-7 F+7 |Bb G7 |C-7 F+7 |F-7 Bb7 |Ebj7 Eo |C-7 F7 |Bb   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb G7 |C-7 F+7 |Bb G7 |C-7 F+7 |F-7 Bb7 |Ebj7 Eo |C-7 F7 |Bb   ||"
Benny Goodman,Nobody's Sweetheart,UP,SWING,Ab-maj,4/4,"A1: ||Ab   |Ab   |F7   |F7   |F-7   |F-7   |Bb7   |Bb7   |Eb   |Eb   |C7   |C7   |Ab   |Ab   |Eb7   |Eb7   ||
B1: ||Ab   |Ab   |F7   |F7   |Bb7   |Bb7   |Bb7   |Bb7   |F-   |F-   |Eo   |Eo   |Ab   |Ab   |Bb-   |Eb7   |Ab   |Ab C7 |F7   |F7   |Bb7   |Eb7   |Ab   |Ab   |Ab   |Ab   ||"
Pat Metheny,Nothing Personal,UP,SWING,G-min,4/4,A1: ||G-   |G-   |G-   |G-   |G-   |G-   |G-   |G-   |C-7   |C-7   |C-7   |C-7   |G-   |G-   |G-   |G-   |Eb7   |Eb7   |D7   |D7   |G-   |G-   |G-   |G-   ||
Michael Brecker,Nothing Personal,UP,SWING,G-min,4/4,A1: ||G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |C-7   |C-7   |C-7   |C-7   |G-7   |G-7   |G-7   |G-7   |Eb7   |Eb7   |D7   |D7   |G-7   |G-7   |G-7   |G-7   ||
John Coltrane,Nutty,MEDIUM,SWING,Bb-maj,4/4,"A1: ||Bbj7 G79b/B |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 G79b/B |C-7 F7 |Bbj7   |C-7 F7 ||
A2: ||Bbj7 G79b/B |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 G79b/B |C-7 F7 |Bbj7   |F-7 Bb7 ||
B1: ||Ebj7 C79b |F-7 Bb7 |Ebj7 C7 |F-7 Bb7 |Ebj7 C79b |F-7 Bb7 |Ebj7   |C-7 F7 ||
A3: ||Bbj7 G79b |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 G79b |C-7 F7 |Bbj7   |Bbj7   ||"
Red Garland,Oleo,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |C-7 F7 ||
A2: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 Bb7 |Ebj7 Eb-6 |Bbj7 F7 |Bj7   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |Bbj7 Bb7 |Ebj7 Eb-6 |Bbj7 F7 |Bbj7   ||"
John Coltrane,Oleo,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C- F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |C-7 F7 ||
A2: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |Bbj7   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |C-7 F7 ||"
Miles Davis,Oleo,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |C-7 F7 ||
A2: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |Bbj7   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |Bbj7   ||"
Miles Davis,Oleo,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |C-7 F7 ||
A2: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |Bbj7   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bbj7 G7 |C-7 F7 |Bbj7 G7 |C-7 F7 |F-7 Bb7 |Ebj7 Eb-6 |Bbj7 G7 |Bbj7   ||"
Eric Dolphy,On Green Dolphin Street,MEDIUM UP,SWING,Eb-maj,4/4,"A1: ||Ebj7   |Ebj7   |Eb-7   |Eb-7   |F7/Eb   |F7/Eb E/Eb |Ebj7   |Ebj7   ||
B1: ||F-7   |Bb7   |Ebj7   |Ebj7   |Ab-7   |D7   |Gbj7   |Gbj7   ||
A2: ||Ebj7   |Ebj7   |Eb-7   |Eb-7   |F7/Eb   |F7/Eb E/Eb |Ebj7   |Ebj7   ||
C1: ||F-7 F-/Eb |Dm7b5 G79b |C-7 C-/Bb |Am7b5 D7 |G-7 C7 |F-7 Bb7 |Ebj7   |F-7 Bb7 ||"
Phil Woods,On a Slow Boat to China,UP,SWING,Bb-maj,4/4,"A1: ||Bbj7   |Bo7 G7 |C-7   |Dbo7   |Bbj7   |Am7b5 D79b |Ebj7   |Dm7b5 G7 |C-7   |Em7b5 A79b |Bbj7 Ab7911 |G7   |C7   |C7   |C-7   |F79   ||
B1: ||Bbj7   |Bo7 G7 |C-7   |Dbo7   |Bbj7   |Am7b5 D79b |Ebj7   |Dm7b5 G7 |C-7   |Ab7911#   |Bbj7   |Dm7b5 G7 |C7   |F7   |Bbj7   |C-7 F7 ||"
Louis Armstrong,Once in a While,UP,TWOBEAT,F-maj,4/4,"A1: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F-   |C   |A7   |D7   |D7   |G7   |G7   ||
A2: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F-   |C   |A7   |D7   |G7   |C   |C   |C   |C   |C   ||"
Johnny Dodds,Once in a While,UP,TWOBEAT,C-maj,4/4,"A1: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F   |C   |A7   |D7   |D7   |G7   |G7   ||
B1: ||C   |C   |E7   |E7   |A-   |A-   |C7   |C7   |F   |F   |C   |A7   |D7   |G7   |C   |C   ||"
Miles Davis,Orbits,UP,SWING,,4/4,A1: ||NC   ||
Herbie Hancock,Orbits,UP,SWING,,4/4,A1: ||NC   ||
Wayne Shorter,Orbits,UP,SWING,,4/4,A1: ||NC   ||
Charlie Parker,Ornithology,UP,SWING,G-maj,4/4,"A1: ||Gj7   |Gj7   |G-7 C7 |G-7 C7 |Fj7   |Fj7   |F-7   |Bb7   ||
B1: ||Eb7   |D7   |G-   |Cm7b5 D7 |B-7   |E7   |A-7   |D7   ||
A2: ||Gj7   |Gj7   |G-7 C7 |G-7 C7 |Fj7   |Fj7   |F-7   |Bb7   ||
B2: ||Eb7   |D7   |G   |A-7 D7 |G/B Bb7 |A-7 Ab7 |Gj7   |A-7 D7 ||
I1: "
Fats Navarro,Our Delight,UP,SWING,Ab-maj,4/4,"A1: ||Bb7913   |Eb79#   |Abj7   |F7   |Bb7   |Bb-7 Bo7 |Ab/C Bo7 |Bb-7 Eb7913 B7911#||
A2: ||Bb7913   |Eb79#   |Abj7   |F7   |Bb7   |Bb-7 Bo7 |Ab/C Bo7 |Ebsus7 Abj7 ||
B1: ||Eb-7   |Ab+79b   |Dbj7   |Dbj7   |Db-7 Gb7 |C-7 F7 |B-7 E7 |Eb7 B7911# ||
A3: ||Bb7913   |Eb79#   |Abj7   |F7   |Bb7   |Bb-7 Bo7 |Ab/C Bo7 |Ebsus7 Abj7 ||"
Don Byas,Out of Nowhere,SLOW,BALLAD,G-maj,4/4,"A1: ||Gj7   |Gj7   |Bb-7   |Eb7   |Gj7   |Gj7   |B-7   |E79b   |A-7   |E79b   |A-7   |A-7   |Eb7   |Eb7   ||
I1: ||NC   |NC   ||"
Don Ellis,Out of Nowhere,MEDIUM UP,SWING,G-maj,4/4,"A1: ||Gj7   |Gj7   |Bb-7   |Eb7   |Gj7   |Gj7   |B-7   |E79b   ||
B1: ||A-7   |E79b   |A-7   |A-7   |Eb7   |Eb7   |Dsus7   |D79b   ||
A2: ||Gj7   |Gj7   |Bb-7   |Eb7   |Gj7   |Gj7   |B-7   |E79b   ||
C1: ||A-7   |E79b   |A-7   |C-6   |B-7 Bbo |A-7 D7 |G   |G   ||"
Charlie Parker,Out of Nowhere,SLOW,SWING,G-maj,4/4,"A1: ||Gj7   |Gj7   |Bb-7   |Eb7   |Gj7   |Gj7   |B-7   |E7   |A-7   |E7   |A-7   |A-7   |Eb7   |Eb7   |A-7   |D7   ||
B1: ||Gj7   |Gj7   |Bb-7   |Eb7   |Gj7   |Gj7   |B-7   |E7   |A-7   |E7   |A-7   |C-6   |B-7 Bbo |A-7 D7 |G6   |A-7 D7 ||"
David Liebman,Pablo's Story,MEDIUM UP,LATIN/FUNK,E-min,4/4,"A1: ||E-7   |E-7   |E-7   |E-7   |D7   |D7   |D7   |D7   ||
B1: ||C7911#   |C7911#   |C7911#   |C7911#   |B79b   |Am7b5   |B/G   |F7alt   ||
C1: ||Eb/E   |D/Eb   |Eb/E   |Eb/E   |Db/D   |Db/D   |Db/D   |Db/D   ||
B2: ||C7911#   |C7911#   |C7911#   |C7911#   |Bb79b   |Am7b5   |B/G   |F7alt   ||"
Steve Coleman,Pass It On,MEDIUM SLOW,FUNK,,4/4,"A1: ||C-7   |Eb   |C-7   |Eb   ||
A2: ||C-7   |Eb   |C-7   |Eb   ||
B1: ||F-   |Db   |F-   |Gb7   ||
A3: ||C-7   |Eb   |C-7   |Eb   ||"
Kenny Wheeler,Pass It On,MEDIUM SLOW,FUNK,C-min,4/4,"A1: ||C-7   |Eb   |C-7   |Eb   ||
A2: ||C-7   |Eb   |C-7   |Eb   ||
B1: ||F-   |Db   |F-   |Gb7   ||
A3: ||C-7   |Eb   |C-7   |Eb   ||"
Von Freeman,Pass It On,MEDIUM SLOW,FUNK,C-min,4/4,"A1: ||C-7 NC  |Eb   |C-7   |Eb   ||
A2: ||C-7   |Eb   |C-7   |Eb   ||
B1: ||F-   |Db   |F-   |Gb7   ||
A3: ||C-7   |Eb   |C-7   |Eb   ||"
Ornette Coleman,Peace,MEDIUM,SWING,,,A1: ||NC   ||
Michael Brecker,Peep,UP,SWING,,4/4,A1: ||Dbj7911#/C   |Dbj7911#/C   |C-j7913   |C-j7913   |C-j7911#   |C-j7911#   |Ab79/C   |Ab79/C   |B/C   |Ab+j7/C   |C-j7913   |C-j7913   |C-j7911#   |C-j7911#   |C-7911   |C-7911   |B+79#   |B+79#   |Bb-7913   |Bb-7913   |F/A   |F/A   |Bb-7911   |Bb-7911   |B+79#   |B+79#   |Bb-7913   |Bb-7913   |Gsus/A   |Gsus/A   |Bb-7911   |Bb-7911   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   |Ebsus79   ||
David Liebman,Pendulum,UP,FUNK/SWING,F#-chrom,4/4,A1: ||F#-   ||
Coleman Hawkins,Perdido,MEDIUM UP,SWING,Bb-maj,4/4,"A1: ||C-7   |F7   |Bb6   |D-7 G7 |C-7   |F7   |Bb6   |D-7 G7 ||
A2: ||C-7   |F7   |Bb6   |D-7 G7 |C-7   |F7   |Bb6   |Bb6   ||
B1: ||D7   |D7   |G79   |G+7   |C7   |C7   |F7   |F7   ||
A3: ||C-7   |F7   |Bb6   |D-7 G7 |C-7   |F7   |Bb6   |D-7 G7 ||"
Rex Stewart,Perdido,MEDIUM UP,SWING,Bb-maj,4/4,"A1: ||C-7 F7 |C-7 F7 |Bb   |Bb   |C-7 F7 |C-7 F7 |Bb   |Bo   ||
A2: ||C-7 F7 |C-7 F7 |Bb   |Bb   |C-7 F7 |C-7 F7 |Bb   |Bb   ||
B1: ||D7   |D7   |G79   |G+7   |C7   |C7   |F7   |F+7   ||
A3: ||C-7 F7 |C-7 F7 |Bb   |Bb   |C-7 F7 |C-7 F7 |Bb   |Bb   ||"
Sonny Rollins,Playin' in the Yard,MEDIUM UP,FUNK,G-maj,4/4,A1: ||G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   ||
Sonny Rollins,Playin' in the Yard,MEDIUM UP,FUNK,G-maj,4/4,"A1: ||G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |C7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   |G7   |C7   ||
I1: ||NC   ||"
Chris Potter,Pop Tune #1,MEDIUM SLOW,FUNK,G-min,4/4,A1: ||G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |Bb-7   |Bb-7   |G7   |G7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   ||
Kenny Dorham,Prince Albert,MEDIUM UP,SWING,F-min,4/4,"A1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |D-7 G7 |Cj7   |Cj7   ||
B1: ||C-7   |F-7   |Bb7   |Ebj7   |Abj7   |Am7b5 D7 |Gj7   |Gj7   ||
C1: ||Am7b5   |D7   |Gj7   |Gj7   |F#m7b5   |B7   |Ej7   |C7   ||
D1: ||F-7   |Bb-7   |Eb7   |Abj7   |Dbj7   |Db-7   |C-7   |Bo   |Bb-7   |Eb7   |Abj7   |Gm7b5 C7 ||"
Steve Coleman,Processional,MEDIUM SLOW,LATIN,F-min,5/4,A1: ||F-    |F-    |F-    |F-    |Db7911#    |Db7911#    |F-    |F-    |Gb7911#    |E7911#    |D7911#    |C7alt    ||
Kenny Dorham,Punjab,MEDIUM UP,SWING,D-chrom,4/4,"A1: ||Dj7   |Dj7 Bb7 |Bj7   |Abj7   |Fm7b5   |Bb7   |Ej7911#   |Ej7911#   |Ej7911#   |Ej7911# Eb7 ||
B1: ||Abj7   |G7913   |Gb7913   |Cbj7 F7 |F7   |F7   |Gj7 Aj7 |Bj7 Cj7911# ||"
Joe Henderson,Punjab,MEDIUM UP,SWING,D-chrom,4/4,"A1: ||Dj7   |Dj7 Bb7913 |Bj7   |Abj7   |Fm7b5   |Bb7   |E6911#   |E6911#   |E6911#   |E6911# Eb7 ||
B1: ||Abj7   |G7913   |Gb7913 Bj7 |F79   |Fsus79   |Fsus79   |Gj7 Aj7 |Bj7 Cj7911# ||"
Woody Shaw,Rahsaan's Run,UP,SWING,G-min,4/4,A1: ||G-7911   |G-7911   |G-7911   |G-7911   |C-7911   |C-7911   |G-7911   |G-7911   |A7   |D7   |G-7911   |G-7911   ||
John Abercrombie,Ralph's Piano Waltz,UP,SWING,,3/4,"A1: ||G  |G  |Bb  |Bb  |Ebj7911#  |Ebj7911#  |Ebj7911#  |Ebj7911#  |Dbj7  |Dbj7  |Dbj7  |Dbj7  |Dbj7  |Dbj7  |Dbj7  |Dbj7  |A-79  |A-79  |F+j7  |F+j7  ||
B1: ||A-  |F  |A-  |F  |A-  |F  |A-  |F  ||"
Ornette Coleman,Ramblin',UP,SWING,,,A1: ||D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|D7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7|G7||
Sidney Bechet,Really the Blues,SLOW,TWOBEAT,Bb-maj,4/4,A1: ||Bb7   |Eb7   |Bb7   |Bb7   |Eb7   |Eb7   |Bb7   |Bb7   |F7   |F7   |Bb7 Eb7 |Bb7 F7 ||
Hank Mobley,Remember,MEDIUM UP,SWING,Ab-maj,4/4,"A1: ||Db7   |C7   |B7911#   |Bb7   |Bb-7   |Eb79b   |Abj7   |Eb-7 Ab7 ||
A2: ||Db7   |C7   |B7911#   |Bb7   |Bb-7   |Eb79b   |Abj7   |Eb-7 Ab7 ||
B1: ||Dbj7   |Dbj7   |Eb-7   |Gb7   |Abj7   |Abj7   |Gm7b5   |C7   ||
A3: ||Db7   |C7   |B7911#   |Bb7   |Bb-7   |Eb7   |Abj7   |Eb-7 Ab7 ||"
Bix Beiderbecke,Riverboat Shuffle,UP,TWOBEAT,Ab-maj,4/4,"A1: ||Ab   |Ab  Ao|Eb7   |Eb7   |Ab   |Ab  Ao|Eb7   |Eb7   |Ab   |Ab7   |Db   |Db7 C7 B7|Bb7   |Bb7   |Eb7 NC  |NC   ||
B1: ||Ab   |Ab  Ao|Eb7   |Eb7   |Ab7   |Ab7   |Db   |Db   |Db-   |Db-   |Ab   |F7   |Bb7   |Eb7   |Ab   ||"
Woody Shaw,Rosewood,MEDIUM UP,LATIN/FUNK,,4/4,"A1: ||G-79 F-79 |G-79 F-79 |C-79 Bb-79 |Gb79   |G-79 F-79 |G-79 F-79 |C-79 Bb-79 |Gbj79   |Abj79   |Abj79   |Ab-79   |Db79 G7911# |Gbj79   |Gbj79   |B79   |Esus79 E79 ||
B1: ||C-79 Bb-79 |C-79 Bb-79 |Gbj79 Ej7 |Dj7911#   |C-79 Bb-79 |C-79 Bb-79 |Gbj7 Ej7 |Dj7911#   |Bsus7 Asus7 |Bsus7 Asus7 |Gsus7 Fsus7 |Gsus7 Fsus7 |Bb-7   ||
C1: ||A-7911   |A-7911   |A-7911 A6 |A6   |A6 Bb79 |Bb79   |Bb6 Ab-7 |Gsus7 Absus7 ||
A2: ||G-79 F-79 |G-79 F-79 |C-7 Bb-7 |Gbj79   |G-79 F-79 |G-79 F-79 |C-79 Bb-79 |Gbj79   |Abj79   |Abj79   |Ab-79   |Db79 G7911# |Gbj79   |Gbj79   |B79   |E79   |C-79 Bb-79 |C-79 Bb79 |Gbj7 Ej7 |Dj7911#   |C-79 Bb-79 |C-79 Bb-79 |Gbj7 Ej7 |Ej7911#   |Csus7 Absus7 |Absus7   |Csus7 Absus7 |Csus7 Absus7 |Absus7   |Csus7   |Absus7   |Csus7 Absus7 ||
I1: "
Bix Beiderbecke,Royal Garden Blues,MEDIUM UP,TWOBEAT,Bb-maj,4/4,A1: ||Bb   |Bb   |Bb   |Bb   |Eb   |Eb   |Bb   |G7   |C-7   |F7   |Bb   |Bb   |NC   ||
Chris Potter,Rumples,MEDIUM,FUNK,F-min,4/4,"A1: ||F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   ||
I1: "
Lionel Hampton,Runnin' Wild,UP,SWING,Bb-maj,4/4,"A1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |Bb   |Bb   |F7   |C-6 D7 |G-   |Bb-6   |F   |C7   |F7   |F7   ||
B1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |D7   |D7 G7 |C7   |F7   |Bb   |Bb   |F7   |F7   |Bb   |Bb   ||"
Benny Goodman,Runnin' Wild,UP,SWING,Bb-maj,4/4,"A1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |Bb   |Bb   |F7   |C-6 D7 |G-   |Bb-6   |F   |C7   |F7   |F7   ||
B1: ||Bb   |Bb   |Bb7   |Bb7   |Eb   |Eb   |D7   |D7 G7 |C7   |F7   |Bb   |Bb   |F7   |F7   |Bb   |Bb   ||
I1: ||NC   ||"
Paul Desmond,Samba Cantina,MEDIUM UP,LATIN,F-min,4/4,"A1: ||Gm7b5   |C79b   |F-7   |F-7   |Bb-7   |Eb7   |Abj7   |Abj7   |Gm7b5   |C7   |F-7   |F-7   |Dm7b5   |G79b   |C79b   |C79b   ||
B1: ||Gm7b5   |C79b   |F-7   |F-7   |Bb-7   |Eb7   |Cm7b5   |F79b   |Bb-7   |Gm7b5 C7 |F-7   |Dm7b5 Db7 |C7   |C7   |F-7   |F-7   ||"
Paul Desmond,Samba Cantina,MEDIUM UP,LATIN,F-min,4/4,"A1: ||Gm7b5   |C79b   |F-7   |F-7   |Bb-7   |Eb7   |Abj7   |Abj7   |Gm7b5   |C7   |F-7   |F-7   |Dm7b5   |G79b   |C79b   |C79b   ||
B1: ||Gm7b5   |C79b   |F-7   |F-7   |Bb-7   |Eb7   |Cm7b5   |F79b   |Bb-7   |Gm7b5 C7 |F-7   |Dm7b5 Db7 |C7   |C7   |F-7   |F-7   ||"
Clifford Brown,Sandu,MEDIUM,SWING,Eb-maj,4/4,A1: ||Eb7   |Ab7   |Eb7   |Eb7   |Ab7   |Ab7   |Eb7   |G-7 C7 |F-7   |Bb7   |Eb7  C-7|F-7 Bb7 ||
Louis Armstrong,Savoy Blues,MEDIUM,TWOBEAT,G-maj,4/4,A1: ||G   |C C#o |G/D   |G7   |C   |C   |G   |G   |D7   |D7   |G C7 |G D7 ||
Kid Ory,Savoy Blues,MEDIUM,TWOBEAT,G-maj,4/4,"A1: ||G7   |C7 C#o |G7/D   |G7/D   |C7   |C7   |G7   |G7   |D7   |D7   |G7   |G7   ||
I1: ||G7   ||"
Gerry Mulligan,Scrapple from the Apple,UP,SWING,G-min,4/4,"A1: ||G-7   |C7   |G-7   |C79b   |Fj7   |G-7 C7 |Fj7 G-7 |A-7 D7 ||
A2: ||G-7   |C7   |G-7   |C79b   |Fj7   |G-7 C7 |Fj7 G-7 |F   ||
B1: ||A7   |A7   |D7   |D7   |G7   |G7   |C7   |C7   ||
A3: ||G-7   |C7   |G-7   |C79b   |Fj7   |G-7 C7 |Fj7 G-7 C79b|F   ||"
Charlie Parker,Scrapple from the Apple,MEDIUM UP,SWING,F-maj,4/4,A1: ||G-7   |C7   |G-7   |C7   |Fj7 F7 |Bbj7 Bo7 |Fj7 Gj7 |A-7 D7 ||
Bob Berg,Second Sight,MEDIUM,FUNK,Bb-maj,4/4,"A1: ||Bb   |Bb   |Bb   |Bb   |Db   |Eb   |Bb   |Bb   ||
B1: ||Gb7911#   |Ab   |Bb   |Bb   ||"
